Temperature (K)	Resistance (ohm)	Applied Current (A)	Measured Voltage (V)
40939.513552	1.044558E-4	-0.220071	158.128000
40939.613092	1.143676E-4	-0.240028	158.129000
40939.780737	1.244407E-4	-0.260032	158.127000
40939.874346	1.345934E-4	-0.280050	158.126000
40939.968370	1.449008E-4	-0.300049	158.127000
40940.061941	1.552814E-4	-0.320059	158.128000
40940.156121	1.657595E-4	-0.340033	158.128000
40940.250144	1.764838E-4	-0.360040	158.129000
40940.343167	1.874688E-4	-0.380041	158.131000
40940.438741	1.985211E-4	-0.400051	158.133000
40940.531539	2.099113E-4	-0.420063	158.133000
40940.624125	2.214811E-4	-0.440061	158.130000
40940.721009	2.334110E-4	-0.460069	158.131000
40940.813553	2.455923E-4	-0.480044	158.133000
40940.914188	2.583053E-4	-0.500045	158.130000
40941.013727	2.715595E-4	-0.520051	158.129000
40941.113750	2.852843E-4	-0.540062	158.133000
40941.213776	2.997195E-4	-0.560069	158.134000
40941.314344	3.150463E-4	-0.580068	158.131000
40941.413981	3.313395E-4	-0.600074	158.134000
40941.514527	3.489397E-4	-0.620085	158.133000
40941.613065	3.679040E-4	-0.640051	158.130000
40941.714180	3.889339E-4	-0.660066	158.131000
40941.813264	4.124862E-4	-0.680069	158.135000
40941.913893	4.397775E-4	-0.700069	158.138000
40942.013524	4.713844E-4	-0.720074	158.135000
40942.114549	5.101833E-4	-0.740083	158.134000
40942.213573	5.590971E-4	-0.760089	158.132000
40942.314598	6.266626E-4	-0.780063	158.134000
40942.413215	7.300174E-4	-0.800082	158.135000
40942.514065	9.534154E-4	-0.820091	158.135000
40942.613628	1.000004E-3	-0.821613	158.136000
40942.714474	1.000003E-3	-0.821707	158.137000
40942.813041	1.000003E-3	-0.821233	158.137000
40942.914676	1.000003E-3	-0.820619	158.137000
40943.013270	1.000003E-3	-0.820581	158.136000
40943.114296	1.000000E-3	-0.820826	158.134000
40943.213321	1.000003E-3	-0.820258	158.136000
40943.314345	1.000002E-3	-0.820133	158.139000
40943.413955	1.000003E-3	-0.819852	158.139000
40943.514504	1.000003E-3	-0.819344	158.138000
40943.614037	1.000002E-3	-0.819137	158.138000
40943.714842	1.000000E-3	-0.819663	158.140000
40943.813604	1.000002E-3	-0.819285	158.140000
40943.914248	1.000002E-3	-0.819187	158.139000
40944.013904	1.000002E-3	-0.819522	158.141000
40944.113928	1.000002E-3	-0.818883	158.140000
40944.213953	1.000001E-3	-0.818829	158.142000
40944.314979	1.000001E-3	-0.818944	158.142000
40944.413593	1.000002E-3	-0.818900	158.142000
40944.514362	1.000002E-3	-0.818541	158.142000
40944.613972	1.000002E-3	-0.818656	158.143000
40944.714045	1.000001E-3	-0.818289	158.146000
40944.813599	1.000001E-3	-0.817964	158.143000
40944.914246	1.000002E-3	-0.818288	158.141000
40945.014016	1.000001E-3	-0.818266	158.143000
40945.114188	1.000000E-3	-0.818372	158.144000
40945.214213	1.000001E-3	-0.818878	158.143000
40945.314238	1.000000E-3	-0.818333	158.144000
40945.413861	9.999999E-4	-0.818556	158.145000
40945.514465	9.999995E-4	-0.818446	158.146000
40945.614003	1.000000E-3	-0.817886	158.146000
40945.714553	1.000001E-3	-0.817774	158.145000
40945.813764	1.000001E-3	-0.817688	158.146000
40945.914332	9.999995E-4	-0.817525	158.147000
40946.013356	1.000001E-3	-0.817674	158.150000
40946.114985	1.000001E-3	-0.817363	158.149000
40946.214010	1.000001E-3	-0.817392	158.147000
40946.314034	1.000001E-3	-0.817304	158.150000
40946.413660	1.000001E-3	-0.817246	158.150000
40946.514246	1.000001E-3	-0.817247	158.150000
40946.613914	1.000000E-3	-0.817605	158.149000
40946.714514	9.999999E-4	-0.817418	158.148000
40946.813890	1.000000E-3	-0.817358	158.150000
40946.914674	1.000000E-3	-0.817250	158.149000
40947.013496	1.000000E-3	-0.817481	158.149000
40947.114097	1.000000E-3	-0.817600	158.151000
40947.214121	1.000000E-3	-0.817370	158.150000
40947.314146	1.000000E-3	-0.817393	158.150000
40947.413729	1.000000E-3	-0.817570	158.155000
40947.514264	1.000001E-3	-0.817420	158.154000
40947.613807	1.000000E-3	-0.817421	158.151000
40947.714760	1.000001E-3	-0.817249	158.155000
40947.813409	1.000001E-3	-0.817102	158.155000
40947.915033	1.000002E-3	-0.817206	158.154000
40948.014058	9.999998E-4	-0.817231	158.155000
40948.114593	1.000001E-3	-0.817041	158.153000
40948.213617	9.999997E-4	-0.817106	158.153000
40948.314631	1.000001E-3	-0.816750	158.155000
40948.414176	1.000001E-3	-0.817118	158.154000
41248.521624	1.000002E-3	-0.815707	159.107000
41248.629405	1.000001E-3	-0.816149	159.108000
41248.730215	1.000001E-3	-0.815363	159.108000
41248.829947	1.000001E-3	-0.815265	159.104000
41248.930132	1.000002E-3	-0.815444	159.107000
41249.029157	1.000001E-3	-0.815577	159.109000
41249.130259	1.000002E-3	-0.815404	159.107000
41249.229284	1.000001E-3	-0.815376	159.109000
41249.330308	1.000000E-3	-0.815247	159.110000
41249.429333	1.000001E-3	-0.815249	159.108000
41249.529917	1.000001E-3	-0.815330	159.107000
41249.629137	1.000001E-3	-0.815192	159.110000
41249.730670	1.000001E-3	-0.815173	159.109000
41249.829742	1.000001E-3	-0.814981	159.111000
41249.929871	9.999995E-4	-0.814972	159.110000
41250.029897	1.000002E-3	-0.814801	159.110000
41250.130384	1.000001E-3	-0.814724	159.112000
41250.229408	1.000001E-3	-0.814642	159.114000
41250.330433	1.000002E-3	-0.814895	159.112000
41250.429457	1.000001E-3	-0.814987	159.112000
41250.530482	1.000002E-3	-0.814756	159.113000
41250.629506	1.000002E-3	-0.814969	159.110000
41250.730048	1.000001E-3	-0.814855	159.110000
41250.829072	1.000001E-3	-0.814932	159.112000
41250.930726	1.000001E-3	-0.814884	159.112000
41251.029751	1.000001E-3	-0.814990	159.112000
41251.130044	1.000002E-3	-0.814760	159.114000
41251.229081	1.000002E-3	-0.814635	159.113000
41251.330105	1.000001E-3	-0.814627	159.113000
41251.429130	1.000001E-3	-0.814671	159.114000
41251.529826	1.000002E-3	-0.814383	159.114000
41251.629980	1.000001E-3	-0.814288	159.118000
41251.730546	1.000001E-3	-0.814428	159.117000
41251.829924	1.000000E-3	-0.814312	159.115000
41251.930602	1.000001E-3	-0.814354	159.115000
41252.029240	1.000002E-3	-0.814374	159.117000
41252.129771	1.000003E-3	-0.814140	159.115000
41252.229338	1.000002E-3	-0.814283	159.116000
41252.330363	1.000002E-3	-0.814491	159.117000
41252.429387	1.000001E-3	-0.814249	159.119000
41252.530412	1.000002E-3	-0.814258	159.121000
41252.629600	1.000002E-3	-0.814638	159.118000
41252.730157	1.000002E-3	-0.814401	159.119000
41252.830182	1.000002E-3	-0.814369	159.117000
41252.930232	1.000001E-3	-0.814305	159.116000
41253.030257	1.000001E-3	-0.814459	159.119000
41253.129793	1.000002E-3	-0.814355	159.122000
41253.229851	1.000002E-3	-0.814600	159.119000
41253.330877	1.000001E-3	-0.814561	159.118000
41253.429901	1.000003E-3	-0.814602	159.119000
41253.529925	1.000001E-3	-0.814330	159.120000
41253.630102	1.000002E-3	-0.814471	159.120000
41253.730678	1.000002E-3	-0.814483	159.123000
41253.829702	1.000002E-3	-0.814571	159.123000
41253.929863	1.000001E-3	-0.814391	159.123000
41254.029888	1.000002E-3	-0.814379	159.125000
41254.130433	1.000003E-3	-0.814098	159.125000
41254.230056	1.000004E-3	-0.814184	159.124000
41254.330080	1.000003E-3	-0.814141	159.125000
41254.430104	8.274272E-4	-0.800086	159.125000
41254.530128	6.963035E-4	-0.780066	159.122000
41254.630181	6.146512E-4	-0.760092	159.124000
41254.730653	5.572523E-4	-0.740088	159.125000
41254.829678	5.135334E-4	-0.720078	159.124000
41254.931252	4.778095E-4	-0.700073	159.124000
41255.029276	4.473864E-4	-0.680071	159.125000
41255.130316	4.207436E-4	-0.660069	159.125000
41255.229896	3.972611E-4	-0.640053	159.123000
41255.330463	3.761764E-4	-0.620087	159.125000
41255.429487	3.568893E-4	-0.600077	159.127000
41255.530512	3.389809E-4	-0.580067	159.126000
41255.629620	3.222858E-4	-0.560071	159.127000
41255.731185	3.064852E-4	-0.540066	159.129000
41255.830209	2.915524E-4	-0.520053	159.129000
41255.930217	2.772561E-4	-0.500049	159.126000
41256.030242	2.632740E-4	-0.480048	159.126000
41256.129844	2.502899E-4	-0.460071	159.130000
41256.230097	2.371886E-4	-0.440062	159.132000
41256.330120	2.247373E-4	-0.420065	159.130000
41256.430145	2.125205E-4	-0.400052	159.130000
41256.531170	2.004526E-4	-0.380042	159.130000
41256.629385	1.887717E-4	-0.360040	159.131000
41256.730949	1.771533E-4	-0.340033	159.131000
41256.829973	1.658345E-4	-0.320058	159.131000
41256.930299	1.545596E-4	-0.300050	159.133000
41257.030227	1.435004E-4	-0.280052	159.134000
41257.130911	1.325779E-4	-0.260031	159.133000
41257.229980	1.218065E-4	-0.240027	159.132000
41257.331006	1.111500E-4	-0.220028	159.133000
41257.430030	1.006238E-4	-0.200028	159.134000
41257.531055	9.016261E-5	-0.180066	159.132000
41257.703945	7.985218E-5	-0.160064	159.133000
41257.797968	6.963178E-5	-0.140062	159.134000
41257.891568	5.951726E-5	-0.120057	159.133000
41257.985981	4.946700E-5	-0.100052	159.133000
41258.078003	3.948215E-5	-0.080050	159.135000
41258.171556	2.957890E-5	-0.060043	159.137000
41258.265616	1.969154E-5	-0.040036	159.137000
41258.359640	9.859186E-6	-0.020069	159.137000
41258.536910	5.879518E-9	-0.000018	159.139000
41258.730529	9.882616E-6	0.020099	159.138000
41258.984920	1.973538E-5	0.040071	159.142000
41259.233255	2.963873E-5	0.060079	159.141000
41259.331054	3.959165E-5	0.080080	159.139000
41259.430079	4.960430E-5	0.100085	159.139000
41259.530103	5.960820E-5	0.120089	159.140000
41259.629697	6.982286E-5	0.140090	159.141000
41259.730943	8.008945E-5	0.160093	159.139000
41259.829967	9.041796E-5	0.180095	159.140000
41259.930582	1.008128E-4	0.200098	159.142000
41260.030029	1.112591E-4	0.220047	159.142000
41260.197616	1.219019E-4	0.240045	159.142000
41260.290638	1.326335E-4	0.260046	159.143000
41260.383661	1.435462E-4	0.280060	159.143000
41260.477684	1.545156E-4	0.300058	159.144000
41260.570707	1.655927E-4	0.320061	159.140000
41260.664848	1.769418E-4	0.340071	159.143000
41260.757398	1.883741E-4	0.360041	159.143000
41260.850421	2.000044E-4	0.380040	159.142000
41260.944694	2.118891E-4	0.400048	159.147000
41261.038297	2.239957E-4	0.420054	159.148000
41261.131319	2.365715E-4	0.440051	159.144000
41261.230420	2.489971E-4	0.460054	159.145000
41261.331456	2.619851E-4	0.480065	159.147000
41261.430480	2.756264E-4	0.500062	159.148000
41261.530666	2.898043E-4	0.520065	159.146000
41261.630243	3.045500E-4	0.540076	159.146000
41261.730352	3.200113E-4	0.560036	159.148000
41261.830377	3.363923E-4	0.580037	159.148000
41261.930974	3.539828E-4	0.600043	159.149000
41262.030213	3.729666E-4	0.620053	159.149000
41262.131238	3.937421E-4	0.640050	159.149000
41262.230319	4.167917E-4	0.660062	159.149000
41262.330345	4.425796E-4	0.680063	159.150000
41262.430368	4.716307E-4	0.700062	159.149000
41262.530394	5.069043E-4	0.720066	159.151000
41262.629930	5.500106E-4	0.740069	159.151000
41262.730984	6.020950E-4	0.760041	159.150000
41262.830009	6.718733E-4	0.780045	159.149000
41262.930585	7.776915E-4	0.800064	159.149000
41263.030017	9.735535E-4	0.820069	159.151000
41263.131042	1.000008E-3	0.821750	159.152000
41263.230099	1.000008E-3	0.821644	159.153000
41263.331143	1.000008E-3	0.822095	159.155000
41263.430167	1.000007E-3	0.822435	159.157000
41263.531193	1.000008E-3	0.822057	159.156000
41263.630775	1.000008E-3	0.822043	159.153000
41263.730873	1.000008E-3	0.821797	159.154000
41263.829896	1.000007E-3	0.822088	159.152000
41263.930482	1.000007E-3	0.822226	159.151000
41264.029700	1.000008E-3	0.822313	159.154000
41264.130724	1.000007E-3	0.822418	159.157000
41264.230789	1.000005E-3	0.822480	159.156000
41264.330813	1.000008E-3	0.822278	159.155000
41264.429837	1.000007E-3	0.822340	159.155000
41264.530863	1.000007E-3	0.822446	159.157000
41264.630422	1.000006E-3	0.822645	159.156000
41264.730552	1.000007E-3	0.822643	159.157000
41264.830576	1.000006E-3	0.822852	159.156000
41264.931165	1.000006E-3	0.822973	159.155000
41265.030316	1.000008E-3	0.822933	159.156000
41265.130866	1.000007E-3	0.822943	159.160000
41265.230756	1.000008E-3	0.822889	159.160000
41265.331349	1.000007E-3	0.822908	159.160000
41265.430373	1.000007E-3	0.822950	159.161000
41265.531399	1.000007E-3	0.822796	159.159000
41265.629941	1.000006E-3	0.823200	159.160000
41265.731076	1.000006E-3	0.823409	159.159000
41265.830097	1.000007E-3	0.823402	159.160000
41265.930671	1.000005E-3	0.823680	159.162000
41266.029891	1.000006E-3	0.823695	159.163000
41266.130916	1.000007E-3	0.823709	159.161000
41266.230074	1.000006E-3	0.823566	159.159000
41266.331100	1.000006E-3	0.823861	159.161000
41266.430124	1.000006E-3	0.823992	159.163000
41266.531149	1.000007E-3	0.823836	159.161000
41266.630713	1.000007E-3	0.823856	159.161000
41266.731268	1.000006E-3	0.823921	159.165000
41266.830834	1.000007E-3	0.824051	159.167000
41266.931406	1.000004E-3	0.824221	159.163000
41267.030205	1.000005E-3	0.824362	159.163000
41267.131231	1.000005E-3	0.824021	159.162000
41267.230608	1.000007E-3	0.824195	159.164000
41267.330633	1.000007E-3	0.824366	159.165000
41267.430657	1.000005E-3	0.824357	159.166000
41267.530682	1.000005E-3	0.824558	159.167000
41267.630301	1.000007E-3	0.824805	159.168000
41267.731410	1.000006E-3	0.824680	159.167000
41267.829955	1.000006E-3	0.825089	159.165000
41267.930763	1.000006E-3	0.824959	159.166000
41268.030903	1.000007E-3	0.824965	159.164000
41268.130920	1.000007E-3	0.824941	159.165000
41268.230018	1.000004E-3	0.825350	159.171000
41268.331043	1.000005E-3	0.825429	159.170000
41268.430067	1.000005E-3	0.825465	159.167000
41268.531093	1.000005E-3	0.825771	159.167000
41268.630830	1.000006E-3	0.825876	159.170000
41268.731404	1.000005E-3	0.826081	159.171000
41268.830948	1.000006E-3	0.825915	159.168000
41268.931494	1.000006E-3	0.826092	159.172000
41269.030753	1.000005E-3	0.826225	159.171000
41269.130777	1.000007E-3	0.826033	159.170000
41269.230849	1.000007E-3	0.826280	159.171000
41269.331874	1.000005E-3	0.826373	159.172000
41269.430898	1.000006E-3	0.826409	159.171000
41269.530924	1.000004E-3	0.826485	159.170000
41269.630530	1.000005E-3	0.826972	159.173000
41269.731093	1.000006E-3	0.826995	159.175000
41269.830642	1.000005E-3	0.826843	159.176000
41269.931394	1.000006E-3	0.826815	159.175000
41270.030552	1.000006E-3	0.826829	159.171000
41270.131712	1.000008E-3	0.827189	159.174000
41270.230784	1.000005E-3	0.826940	159.175000
41270.330810	1.000006E-3	0.827031	159.177000
41270.430834	1.000004E-3	0.827092	159.177000
41270.530859	1.000005E-3	0.826791	159.173000
41270.630427	1.000005E-3	0.827171	159.172000
41270.731489	1.000007E-3	0.827129	159.176000
41270.831065	1.000006E-3	0.827098	159.178000
41270.931842	1.000006E-3	0.826832	159.175000
41271.030762	1.000006E-3	0.827195	159.175000
41271.130786	1.000006E-3	0.827532	159.176000
41271.230889	1.000007E-3	0.827482	159.176000
41271.330914	1.000005E-3	0.827571	159.178000
41271.430938	1.000006E-3	0.827736	159.181000
41271.530962	1.000006E-3	0.827746	159.183000
41271.630949	1.000006E-3	0.827547	159.178000
41271.731484	1.000005E-3	0.827909	159.178000
41271.831053	1.000006E-3	0.827998	159.180000
41271.931590	1.000006E-3	0.827971	159.179000
41272.031184	1.000006E-3	0.827897	159.180000
41272.131208	1.000006E-3	0.827971	159.181000
41272.230815	1.000006E-3	0.828164	159.182000
41272.331476	1.000006E-3	0.828615	159.182000
41272.430500	1.000006E-3	0.828314	159.181000
41272.531526	1.000007E-3	0.828148	159.180000
41272.630549	1.000005E-3	0.828543	159.180000
41272.731830	1.000006E-3	0.828530	159.180000
41272.830424	1.000007E-3	0.828601	159.185000
41272.931166	1.000007E-3	0.828584	159.184000
41273.031251	1.000006E-3	0.828526	159.181000
41273.131276	1.000005E-3	0.828562	159.182000
41273.230819	1.000006E-3	0.828572	159.184000
41273.331355	1.000005E-3	0.828611	159.185000
41273.431380	1.000006E-3	0.828625	159.184000
41273.531404	1.000008E-3	0.828677	159.184000
41273.630429	1.000007E-3	0.828839	159.186000
41273.731549	1.000006E-3	0.829183	159.186000
41273.831085	1.000006E-3	0.829061	159.185000
41273.931641	1.000005E-3	0.829078	159.186000
41274.030811	1.000006E-3	0.829020	159.185000
41274.131836	1.000007E-3	0.828766	159.188000
41274.230757	1.000006E-3	0.829051	159.186000
41274.331323	1.000008E-3	0.828932	159.186000
41274.430347	1.000007E-3	0.828828	159.186000
41274.531372	1.000007E-3	0.828856	159.185000
41274.630345	1.000006E-3	0.828765	159.186000
41274.731476	1.000007E-3	0.828748	159.189000
41274.831008	8.700342E-4	0.820066	159.190000
41274.932034	7.164974E-4	0.800058	159.189000
41275.030462	6.252251E-4	0.780042	159.188000
41275.131010	5.626883E-4	0.760039	159.191000
41275.230570	5.153614E-4	0.740066	159.189000
41275.331350	4.771835E-4	0.720063	159.189000
41275.430374	4.450126E-4	0.700060	159.191000
41275.531400	4.174678E-4	0.680062	159.190000
41275.630424	3.934804E-4	0.660062	159.191000
41275.731549	3.717647E-4	0.640050	159.191000
41275.831084	3.526445E-4	0.620053	159.193000
41275.931108	3.347126E-4	0.600041	159.192000
41276.030804	3.180130E-4	0.580039	159.191000
41276.131829	3.024179E-4	0.560036	159.191000
41276.230390	2.877094E-4	0.540073	159.192000
41276.331108	2.737208E-4	0.520065	159.195000
41276.431133	2.604883E-4	0.500062	159.194000
41276.532157	2.476467E-4	0.480064	159.194000
41276.631182	2.352494E-4	0.460053	159.195000
41276.731853	2.232793E-4	0.440051	159.194000
41276.830399	2.115386E-4	0.420055	159.195000
41276.931424	2.002231E-4	0.400048	159.197000
41277.031343	1.890182E-4	0.380038	159.196000
41277.131368	1.780368E-4	0.360040	159.195000
41277.230958	1.672703E-4	0.340072	159.193000
41277.332493	1.566870E-4	0.320061	159.192000
41277.430517	1.462004E-4	0.300058	159.198000
41277.531541	1.356929E-4	0.280060	159.199000
41277.630566	1.257625E-4	0.260047	159.195000
41277.731241	1.154843E-4	0.240045	159.197000
41277.836790	1.053876E-4	0.220048	159.199000
41277.931813	9.576070E-5	0.200097	159.199000
41278.102677	8.581441E-5	0.180092	159.200000
41278.195701	7.606138E-5	0.160091	159.199000
41278.289861	6.635951E-5	0.140089	159.198000
41278.383884	5.674803E-5	0.120088	159.200000
41278.476908	4.716264E-5	0.100083	159.201000
41278.571932	3.766792E-5	0.080079	159.201000
41278.665171	2.821138E-5	0.060077	159.200000
41278.757705	1.879172E-5	0.040071	159.201000
41278.852242	9.411234E-6	0.020098	159.203000
41279.031121	2.962422E-8	0.000057	159.200000
41279.229168	9.389020E-6	-0.020068	159.204000
41279.484011	1.873633E-5	-0.040036	159.205000
41279.732396	2.811934E-5	-0.060044	159.205000
41279.830691	3.753880E-5	-0.080049	159.206000
41279.931715	4.700487E-5	-0.100050	159.203000
41280.031551	5.657629E-5	-0.120056	159.205000
41280.132137	6.616789E-5	-0.140061	159.205000
41280.231161	7.585611E-5	-0.160063	159.205000
41280.331365	8.565574E-5	-0.180065	159.206000
41280.431389	9.548324E-5	-0.200070	159.206000
41280.532414	1.051110E-4	-0.220027	159.207000
41280.699953	1.151402E-4	-0.240027	159.208000
41280.793483	1.254637E-4	-0.260032	159.209000
41280.887037	1.355924E-4	-0.280051	159.208000
41280.979649	1.459695E-4	-0.300051	159.209000
41281.074824	1.565306E-4	-0.320061	159.207000
41281.167847	1.671443E-4	-0.340033	159.206000
41281.260409	1.779175E-4	-0.360040	159.208000
41281.354946	1.888778E-4	-0.380041	159.210000
41281.447969	2.000379E-4	-0.400053	159.208000
41281.540992	2.114834E-4	-0.420063	159.207000
41281.634767	2.232099E-4	-0.440061	159.209000
41281.731815	2.352857E-4	-0.460069	159.209000
41281.831415	2.476746E-4	-0.480045	159.209000
41281.931440	2.604323E-4	-0.500046	159.210000
41282.031644	2.737924E-4	-0.520052	159.212000
41282.131667	2.877638E-4	-0.540063	159.212000
41282.231692	3.025042E-4	-0.560069	159.212000
41282.331769	3.178832E-4	-0.580067	159.211000
41282.430793	3.347030E-4	-0.600075	159.213000
41282.531818	3.524303E-4	-0.620085	159.213000
41282.630842	3.719665E-4	-0.640053	159.215000
41282.731909	3.931875E-4	-0.660068	159.216000
41282.831515	4.175746E-4	-0.680068	159.215000
41282.932540	4.457951E-4	-0.700070	159.217000
41283.031270	4.781388E-4	-0.720074	159.213000
41283.131294	5.180395E-4	-0.740084	159.211000
41283.231319	5.686011E-4	-0.760090	159.213000
41283.331388	6.378776E-4	-0.780064	159.215000
41283.431414	7.488430E-4	-0.800082	159.216000
41283.531437	9.873987E-4	-0.820092	159.215000
41283.631462	1.000003E-3	-0.819547	159.218000
41283.732534	1.000004E-3	-0.819033	159.218000
41283.831076	1.000003E-3	-0.818819	159.217000
41283.932101	1.000003E-3	-0.818771	159.215000
41284.031795	1.000002E-3	-0.818380	159.213000
41284.131819	1.000001E-3	-0.817997	159.216000
41284.230844	1.000003E-3	-0.817662	159.218000
41284.331930	1.000002E-3	-0.817859	159.218000
41284.430954	1.000003E-3	-0.817844	159.221000
41284.531978	1.000003E-3	-0.817272	159.221000
41284.631003	1.000001E-3	-0.817404	159.218000
41284.731779	1.000002E-3	-0.816940	159.220000
41284.831314	1.000002E-3	-0.816862	159.217000
41284.932340	1.000003E-3	-0.817128	159.215000
41285.031111	1.000002E-3	-0.817297	159.219000
41285.131671	1.000002E-3	-0.816743	159.223000
41285.231696	1.000003E-3	-0.816818	159.220000
41285.332476	1.000001E-3	-0.816710	159.218000
41285.431500	1.000002E-3	-0.816801	159.219000
41285.531526	1.000001E-3	-0.816710	159.219000
41285.631551	1.000003E-3	-0.816615	159.222000
41285.732105	1.000001E-3	-0.816858	159.223000
41285.831639	1.000002E-3	-0.816739	159.222000
41285.931664	1.000001E-3	-0.816510	159.224000
41286.031758	1.000001E-3	-0.816562	159.227000
41286.132284	1.000001E-3	-0.816883	159.226000
41286.231308	1.000001E-3	-0.816479	159.225000
41286.331532	1.000001E-3	-0.816573	159.225000
41286.431558	1.000000E-3	-0.816468	159.226000
41286.531582	1.000001E-3	-0.816385	159.223000
41286.631607	1.000000E-3	-0.816497	159.225000
41286.731611	1.000001E-3	-0.816479	159.226000
41286.831666	9.999998E-4	-0.816632	159.227000
41286.932690	1.000001E-3	-0.816418	159.230000
41287.031620	1.000001E-3	-0.816652	159.231000
41287.132212	9.999992E-4	-0.816700	159.229000
41287.231225	1.000001E-3	-0.816594	159.228000
41287.332321	9.999998E-4	-0.816282	159.226000
41287.431345	1.000000E-3	-0.816444	159.228000
41287.532370	1.000001E-3	-0.816335	159.228000
41287.631394	1.000001E-3	-0.816355	159.229000
41287.732790	1.000000E-3	-0.816197	159.231000
41287.831841	1.000001E-3	-0.815962	159.231000
41287.931865	9.999993E-4	-0.815999	159.230000
41288.031008	1.000000E-3	-0.816467	159.230000
41288.131606	9.999996E-4	-0.816181	159.228000
41288.231632	1.000000E-3	-0.816211	159.231000
41288.331825	1.000001E-3	-0.816501	159.232000
41288.430850	1.000000E-3	-0.816243	159.230000
41288.532875	1.000001E-3	-0.815729	159.232000
41288.630900	1.000002E-3	-0.815925	159.230000
41288.731929	1.000001E-3	-0.815765	159.230000
41288.831292	9.999996E-4	-0.815732	159.234000
41288.932317	1.000001E-3	-0.815465	159.233000
41289.031492	1.000000E-3	-0.815904	159.233000
41289.132134	1.000001E-3	-0.815337	159.234000
41289.231159	1.000001E-3	-0.815164	159.235000
41289.332551	9.999989E-4	-0.815117	159.236000
41289.431759	1.000001E-3	-0.815530	159.234000
41589.538375	1.000001E-3	-0.814088	160.192000
41589.646785	1.000002E-3	-0.814054	160.191000
41589.747681	1.000001E-3	-0.813953	160.193000
41589.846704	1.000000E-3	-0.814377	160.195000
41589.947790	1.000001E-3	-0.814391	160.196000
41590.046421	1.000000E-3	-0.814119	160.196000
41590.147529	1.000002E-3	-0.813966	160.194000
41590.247216	1.000001E-3	-0.813924	160.194000
41590.347240	1.000000E-3	-0.813967	160.195000
41590.447303	1.000001E-3	-0.814250	160.196000
41590.547327	1.000001E-3	-0.814416	160.195000
41590.647352	1.000002E-3	-0.813976	160.196000
41590.748377	1.000001E-3	-0.814107	160.197000
41590.847402	1.000001E-3	-0.813925	160.196000
41590.947886	1.000000E-3	-0.813703	160.197000
41591.047463	1.000002E-3	-0.814019	160.196000
41591.147080	1.000001E-3	-0.813778	160.195000
41591.246794	1.000001E-3	-0.814103	160.198000
41591.347820	1.000001E-3	-0.813946	160.199000
41591.446988	1.000001E-3	-0.813739	160.197000
41591.548013	1.000002E-3	-0.813963	160.198000
41591.647037	1.000000E-3	-0.813544	160.199000
41591.748062	1.000000E-3	-0.813618	160.199000
41591.846821	1.000001E-3	-0.813549	160.199000
41591.947729	1.000001E-3	-0.813464	160.201000
41592.047306	9.999996E-4	-0.813596	160.202000
41592.147868	1.000001E-3	-0.813777	160.201000
41592.247394	1.000001E-3	-0.813737	160.202000
41592.348419	1.000002E-3	-0.813796	160.202000
41592.446617	1.000000E-3	-0.813559	160.201000
41592.548642	1.000002E-3	-0.813729	160.204000
41592.647666	1.000002E-3	-0.813780	160.203000
41592.747691	1.000002E-3	-0.813694	160.203000
41592.847716	1.000001E-3	-0.813645	160.204000
41592.947809	1.000001E-3	-0.813709	160.205000
41593.047412	1.000001E-3	-0.813617	160.206000
41593.147999	1.000001E-3	-0.813616	160.203000
41593.247108	1.000001E-3	-0.813514	160.204000
41593.348133	1.000001E-3	-0.813332	160.207000
41593.447352	1.000003E-3	-0.813124	160.206000
41593.547378	1.000001E-3	-0.813443	160.208000
41593.647402	1.000000E-3	-0.813015	160.208000
41593.748427	1.000002E-3	-0.813509	160.206000
41593.847452	1.000003E-3	-0.813499	160.207000
41593.947663	1.000001E-3	-0.813581	160.209000
41594.047222	1.000002E-3	-0.813353	160.210000
41594.147784	1.000002E-3	-0.813253	160.210000
41594.246900	1.000002E-3	-0.813142	160.210000
41594.347925	1.000002E-3	-0.813082	160.209000
41594.447281	1.000002E-3	-0.813211	160.208000
41594.548306	1.000002E-3	-0.813138	160.209000
41594.647330	1.000003E-3	-0.813142	160.210000
41594.747355	1.000002E-3	-0.813072	160.210000
41594.847380	1.000003E-3	-0.813137	160.210000
41594.948497	1.000002E-3	-0.813068	160.209000
41595.047204	1.000002E-3	-0.812933	160.211000
41595.148029	1.000002E-3	-0.812726	160.210000
41595.247198	1.000002E-3	-0.812688	160.211000
41595.348222	1.000003E-3	-0.813010	160.211000
41595.447626	8.325907E-4	-0.800086	160.210000
41595.548242	6.994747E-4	-0.780066	160.213000
41595.647266	6.186471E-4	-0.760092	160.216000
41595.748292	5.608840E-4	-0.740087	160.215000
41595.847316	5.166985E-4	-0.720077	160.213000
41595.947482	4.800234E-4	-0.700073	160.213000
41596.047058	4.490099E-4	-0.680072	160.218000
41596.147858	4.224270E-4	-0.660069	160.218000
41596.247132	3.985912E-4	-0.640054	160.218000
41596.348156	3.773411E-4	-0.620087	160.218000
41596.447528	3.581730E-4	-0.600075	160.218000
41596.548550	3.399581E-4	-0.580068	160.217000
41596.647574	3.231834E-4	-0.560071	160.217000
41596.747598	3.074065E-4	-0.540063	160.216000
41596.847623	2.922964E-4	-0.520053	160.216000
41596.947464	2.780538E-4	-0.500048	160.218000
41597.047000	2.642546E-4	-0.480047	160.220000
